id,category,product_id,id.1,quantity,product_id.1,fs_receipt_id,created_date,last_modified_date,created_by,last_modified_by,discount_id
5933,free-time/books-news-magazines,631,631,1.0,328,25,,,,,
5934,drugstore/beauty,631,631,1.0,328,25,,,,,
3631,drinks/mineral-water,632,632,1.0,329,25,,,,,
3632,basic/canned-fruits-vegetable,632,632,1.0,329,25,,,,,
3633,basic/oil-acid-grease,632,632,1.0,329,25,,,,,
3637,basic/pasta,633,633,1.0,330,25,,,,,
3638,baby/supplies-hygiene,633,633,1.0,330,25,,,,,
3639,home/maintenence,633,633,1.0,330,25,,,,,
6541,basic/pasta,633,633,1.0,330,25,,,,,
6542,baby/supplies-hygiene,633,633,1.0,330,25,,,,,
6543,home/maintenence,633,633,1.0,330,25,,,,,
3643,basic/spread,634,634,0.844,331,25,,,,,
3644,meat/meat-products,634,634,0.844,331,25,,,,,
3645,dairy/cream,634,634,0.844,331,25,,,,,
4633,basic/spread,634,634,0.844,331,25,,,,,
4634,dairy/cream,634,634,0.844,331,25,,,,,
4635,meat/meat-products,634,634,0.844,331,25,,,,,
4657,basic/spread,634,634,0.844,331,25,,,,,
4658,dairy/cream,634,634,0.844,331,25,,,,,
4659,meat/meat-products,634,634,0.844,331,25,,,,,
4837,basic/spread,634,634,0.844,331,25,,,,,
4838,dairy/cream,634,634,0.844,331,25,,,,,
4839,meat/meat-products,634,634,0.844,331,25,,,,,
6547,basic/spread,634,634,0.844,331,25,,,,,
6548,dairy/cream,634,634,0.844,331,25,,,,,
6549,meat/meat-products,634,634,0.844,331,25,,,,,
8401,basic/spread,634,634,0.844,331,25,,,,,
8402,dairy/cream,634,634,0.844,331,25,,,,,
8403,meat/meat-products,634,634,0.844,331,25,,,,,
3646,dairy/cheese,635,635,0.901,332,25,,,,,
3647,drinks/alcohol,635,635,0.901,332,25,,,,,
3648,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
4096,dairy/cheese,635,635,0.901,332,25,,,,,
4097,drinks/alcohol,635,635,0.901,332,25,,,,,
4098,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
4573,dairy/cheese,635,635,0.901,332,25,,,,,
4574,drinks/alcohol,635,635,0.901,332,25,,,,,
4575,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
4624,dairy/cheese,635,635,0.901,332,25,,,,,
4625,drinks/alcohol,635,635,0.901,332,25,,,,,
4626,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
4663,dairy/cheese,635,635,0.901,332,25,,,,,
4664,drinks/alcohol,635,635,0.901,332,25,,,,,
4665,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
5497,dairy/cheese,635,635,0.901,332,25,,,,,
5498,drinks/alcohol,635,635,0.901,332,25,,,,,
5499,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
6088,dairy/cheese,635,635,0.901,332,25,,,,,
6089,drinks/alcohol,635,635,0.901,332,25,,,,,
6090,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
7264,dairy/cheese,635,635,0.901,332,25,,,,,
7265,drinks/alcohol,635,635,0.901,332,25,,,,,
7266,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
10234,dairy/cheese,635,635,0.901,332,25,,,,,
10235,drinks/alcohol,635,635,0.901,332,25,,,,,
10236,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
12853,dairy/cheese,635,635,0.901,332,25,,,,,
12854,drinks/alcohol,635,635,0.901,332,25,,,,,
12855,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
16567,dairy/cheese,635,635,0.901,332,25,,,,,
16568,drinks/alcohol,635,635,0.901,332,25,,,,,
16569,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
20308,dairy/cheese,635,635,0.901,332,25,,,,,
20309,drinks/alcohol,635,635,0.901,332,25,,,,,
20310,basic/tea-coffee-soups,635,635,0.901,332,25,,,,,
3649,dairy/butter,636,636,0.162,333,25,,,,,
3650,basic/oil-acid-grease,636,636,0.162,333,25,,,,,
3651,drinks/alcohol,636,636,0.162,333,25,,,,,
4123,dairy/butter,636,636,0.162,333,25,,,,,
4124,basic/oil-acid-grease,636,636,0.162,333,25,,,,,
4125,pastry/salty,636,636,0.162,333,25,,,,,
3652,dairy/cheese,637,637,0.158,334,25,,,,,
3653,drinks/alcohol,637,637,0.158,334,25,,,,,
3654,frozen/instant,637,637,0.158,334,25,,,,,
4627,dairy/cheese,637,637,0.158,334,25,,,,,
4628,drinks/alcohol,637,637,0.158,334,25,,,,,
4629,frozen/instant,637,637,0.158,334,25,,,,,
10552,dairy/cheese,637,637,0.158,334,25,,,,,
10553,drinks/alcohol,637,637,0.158,334,25,,,,,
10554,frozen/instant,637,637,0.158,334,25,,,,,
3655,basic/sauces,638,638,1.0,335,25,,,,,336.0
3656,basic/spread,638,638,1.0,335,25,,,,,336.0
3657,basic/pasta,638,638,1.0,335,25,,,,,336.0
3925,basic/sauces,638,638,1.0,335,25,,,,,336.0
3926,basic/spread,638,638,1.0,335,25,,,,,336.0
3927,dairy/cheese,638,638,1.0,335,25,,,,,336.0
4120,basic/sauces,638,638,1.0,335,25,,,,,336.0
4121,basic/spread,638,638,1.0,335,25,,,,,336.0
4122,dairy/cheese,638,638,1.0,335,25,,,,,336.0
4399,basic/sauces,638,638,1.0,335,25,,,,,336.0
4400,basic/spread,638,638,1.0,335,25,,,,,336.0
4401,basic/baking,638,638,1.0,335,25,,,,,336.0
5467,basic/sauces,638,638,1.0,335,25,,,,,336.0
5468,basic/spread,638,638,1.0,335,25,,,,,336.0
5469,dairy/cheese,638,638,1.0,335,25,,,,,336.0
6565,basic/sauces,638,638,1.0,335,25,,,,,336.0
6566,basic/spread,638,638,1.0,335,25,,,,,336.0
6567,basic/pasta,638,638,1.0,335,25,,,,,336.0
9757,basic/sauces,638,638,1.0,335,25,,,,,336.0
9758,basic/spread,638,638,1.0,335,25,,,,,336.0
9759,basic/pasta,638,638,1.0,335,25,,,,,336.0
10237,basic/sauces,638,638,1.0,335,25,,,,,336.0
10238,basic/spread,638,638,1.0,335,25,,,,,336.0
10239,fruits-veg/vegetable,638,638,1.0,335,25,,,,,336.0
3658,basic/baking,639,639,2.0,337,25,,,,,
3659,home/plants-garden,639,639,2.0,337,25,,,,,
3660,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
6052,basic/baking,639,639,2.0,337,25,,,,,
6053,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
6054,home/plants-garden,639,639,2.0,337,25,,,,,
6460,basic/baking,639,639,2.0,337,25,,,,,
6461,home/plants-garden,639,639,2.0,337,25,,,,,
6462,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
8035,basic/baking,639,639,2.0,337,25,,,,,
8036,basic/spread,639,639,2.0,337,25,,,,,
8037,dairy/cheese,639,639,2.0,337,25,,,,,
12850,basic/baking,639,639,2.0,337,25,,,,,
12851,basic/spread,639,639,2.0,337,25,,,,,
12852,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
13273,basic/baking,639,639,2.0,337,25,,,,,
13274,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
13275,home/plants-garden,639,639,2.0,337,25,,,,,
13459,basic/baking,639,639,2.0,337,25,,,,,
13460,basic/pasta,639,639,2.0,337,25,,,,,
13461,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
17560,basic/baking,639,639,2.0,337,25,,,,,
17561,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
17562,basic/pasta,639,639,2.0,337,25,,,,,
18547,basic/baking,639,639,2.0,337,25,,,,,
18548,home/plants-garden,639,639,2.0,337,25,,,,,
18549,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
19105,basic/baking,639,639,2.0,337,25,,,,,
19106,home/plants-garden,639,639,2.0,337,25,,,,,
19107,drinks/non-alcoholic,639,639,2.0,337,25,,,,,
3661,meat/meat-products,640,640,2.0,338,25,,,,,
3662,basic/spread,640,640,2.0,338,25,,,,,
3663,meat/smoked,640,640,2.0,338,25,,,,,
3829,meat/meat-products,640,640,2.0,338,25,,,,,
3830,basic/spread,640,640,2.0,338,25,,,,,
3831,meat/smoked,640,640,2.0,338,25,,,,,
3931,meat/meat-products,640,640,2.0,338,25,,,,,
3932,basic/spread,640,640,2.0,338,25,,,,,
3933,meat/smoked,640,640,2.0,338,25,,,,,
4111,meat/meat-products,640,640,2.0,338,25,,,,,
4112,basic/spread,640,640,2.0,338,25,,,,,
4113,meat/smoked,640,640,2.0,338,25,,,,,
4576,meat/meat-products,640,640,2.0,338,25,,,,,
4577,meat/smoked,640,640,2.0,338,25,,,,,
4578,basic/spread,640,640,2.0,338,25,,,,,
4618,meat/meat-products,640,640,2.0,338,25,,,,,
4619,basic/spread,640,640,2.0,338,25,,,,,
4620,meat/smoked,640,640,2.0,338,25,,,,,
5119,meat/meat-products,640,640,2.0,338,25,,,,,
5120,basic/spread,640,640,2.0,338,25,,,,,
5121,meat/smoked,640,640,2.0,338,25,,,,,
6058,meat/meat-products,640,640,2.0,338,25,,,,,
6059,basic/spread,640,640,2.0,338,25,,,,,
6060,meat/smoked,640,640,2.0,338,25,,,,,
7261,meat/meat-products,640,640,2.0,338,25,,,,,
7262,basic/spread,640,640,2.0,338,25,,,,,
7263,meat/smoked,640,640,2.0,338,25,,,,,
7603,meat/meat-products,640,640,2.0,338,25,,,,,
7604,basic/spread,640,640,2.0,338,25,,,,,
7605,meat/smoked,640,640,2.0,338,25,,,,,
10225,meat/meat-products,640,640,2.0,338,25,,,,,
10226,basic/spread,640,640,2.0,338,25,,,,,
10227,meat/smoked,640,640,2.0,338,25,,,,,
10510,meat/meat-products,640,640,2.0,338,25,,,,,
10511,basic/spread,640,640,2.0,338,25,,,,,
10512,meat/smoked,640,640,2.0,338,25,,,,,
20302,meat/meat-products,640,640,2.0,338,25,,,,,
20303,basic/spread,640,640,2.0,338,25,,,,,
20304,meat/smoked,640,640,2.0,338,25,,,,,
23101,meat/meat-products,640,640,2.0,338,25,,,,,
23102,basic/spread,640,640,2.0,338,25,,,,,
23103,meat/smoked,640,640,2.0,338,25,,,,,
3664,basic/sugar-flour-rice,641,641,1.0,339,25,,,,,
3665,fruits-veg/vegetable,641,641,1.0,339,25,,,,,
3666,pastry/salty,641,641,1.0,339,25,,,,,
3667,fruits-veg/vegetable,642,642,1.0,83,25,,,,,
3668,basic/canned-fruits-vegetable,642,642,1.0,83,25,,,,,
3669,drinks/beer,642,642,1.0,83,25,,,,,
3670,home/maintenence,643,643,2.0,340,25,,,,,
3671,basic/sauces,643,643,2.0,340,25,,,,,
3672,free-time/toys,643,643,2.0,340,25,,,,,
3676,home/accessories,644,644,1.0,341,25,,,,,
3677,home/office,644,644,1.0,341,25,,,,,
3678,snacks/sweet,644,644,1.0,341,25,,,,,
3679,fruits-veg/fruit,645,645,1.0,342,25,,,,,
3680,fashion/clothes,645,645,1.0,342,25,,,,,
3681,dairy/lact-free,645,645,1.0,342,25,,,,,
3682,pastry/sweet,646,646,1.0,343,25,,,,,344.0
3683,dairy/joghurts,646,646,1.0,343,25,,,,,344.0
3684,meat/smoked,646,646,1.0,343,25,,,,,344.0
6577,pastry/sweet,646,646,1.0,343,25,,,,,344.0
6578,meat/fish,646,646,1.0,343,25,,,,,344.0
6579,basic/jams-marmelade-honey,646,646,1.0,343,25,,,,,344.0
7624,pastry/sweet,646,646,1.0,343,25,,,,,344.0
7625,basic/jams-marmelade-honey,646,646,1.0,343,25,,,,,344.0
7626,meat/fish,646,646,1.0,343,25,,,,,344.0
13255,pastry/sweet,646,646,1.0,343,25,,,,,344.0
13256,meat/fish,646,646,1.0,343,25,,,,,344.0
13257,dairy/joghurts,646,646,1.0,343,25,,,,,344.0
20344,pastry/sweet,646,646,1.0,343,25,,,,,344.0
20345,dairy/joghurts,646,646,1.0,343,25,,,,,344.0
20346,basic/jams-marmelade-honey,646,646,1.0,343,25,,,,,344.0
3685,pastry/basic,647,647,1.0,345,25,,,,,344.0
3686,meat/meat-products,647,647,1.0,345,25,,,,,344.0
3687,basic/spread,647,647,1.0,345,25,,,,,344.0
10354,pastry/basic,647,647,1.0,345,25,,,,,344.0
10355,basic/spread,647,647,1.0,345,25,,,,,344.0
10356,meat/meat,647,647,1.0,345,25,,,,,344.0
18289,pastry/basic,647,647,1.0,345,25,,,,,344.0
18290,basic/spread,647,647,1.0,345,25,,,,,344.0
18291,meat/meat-products,647,647,1.0,345,25,,,,,344.0
3688,pastry/basic,648,648,1.0,346,25,,,,,
3689,pastry/other,648,648,1.0,346,25,,,,,
3690,meat/meat,648,648,1.0,346,25,,,,,
4138,pastry/basic,648,648,1.0,346,25,,,,,
4139,basic/instant,648,648,1.0,346,25,,,,,
4140,pastry/other,648,648,1.0,346,25,,,,,
4426,pastry/basic,648,648,1.0,346,25,,,,,
4427,basic/instant,648,648,1.0,346,25,,,,,
4428,pastry/other,648,648,1.0,346,25,,,,,
6571,pastry/basic,648,648,1.0,346,25,,,,,
6572,pastry/other,648,648,1.0,346,25,,,,,
6573,basic/instant,648,648,1.0,346,25,,,,,
8044,pastry/basic,648,648,1.0,346,25,,,,,
8045,basic/instant,648,648,1.0,346,25,,,,,
8046,pastry/other,648,648,1.0,346,25,,,,,
10183,pastry/basic,648,648,1.0,346,25,,,,,
10184,basic/instant,648,648,1.0,346,25,,,,,
10185,meat/meat,648,648,1.0,346,25,,,,,
10420,pastry/basic,648,648,1.0,346,25,,,,,
10421,basic/instant,648,648,1.0,346,25,,,,,
10422,pastry/other,648,648,1.0,346,25,,,,,
10780,pastry/basic,648,648,1.0,346,25,,,,,
10781,pastry/other,648,648,1.0,346,25,,,,,
10782,basic/instant,648,648,1.0,346,25,,,,,
11026,pastry/basic,648,648,1.0,346,25,,,,,
11027,pastry/other,648,648,1.0,346,25,,,,,
11028,basic/instant,648,648,1.0,346,25,,,,,
12799,pastry/basic,648,648,1.0,346,25,,,,,
12800,pastry/other,648,648,1.0,346,25,,,,,
12801,basic/instant,648,648,1.0,346,25,,,,,
15835,pastry/basic,648,648,1.0,346,25,,,,,
15836,pastry/other,648,648,1.0,346,25,,,,,
15837,meat/meat,648,648,1.0,346,25,,,,,
18592,pastry/basic,648,648,1.0,346,25,,,,,
18593,pastry/other,648,648,1.0,346,25,,,,,
18594,basic/instant,648,648,1.0,346,25,,,,,
3691,home/maintenence,649,649,5.0,94,25,,,,,
3692,dairy/lact-free,649,649,5.0,94,25,,,,,
3693,snacks/salty,649,649,5.0,94,25,,,,,
3694,home/office,650,650,1.0,347,25,,,,,
3695,baby/supplies-hygiene,650,650,1.0,347,25,,,,,
3696,home/accessories,650,650,1.0,347,25,,,,,
3697,home/office,651,651,1.0,348,25,,,,,
3698,baby/supplies-hygiene,651,651,1.0,348,25,,,,,
3699,home/accessories,651,651,1.0,348,25,,,,,
10378,home/office,651,651,1.0,348,25,,,,,
10379,baby/supplies-hygiene,651,651,1.0,348,25,,,,,
10380,basic/canned-fruits-vegetable,651,651,1.0,348,25,,,,,
3700,health/vitamins-ointments,652,652,1.0,349,25,,,,,
3701,home/maintenence,652,652,1.0,349,25,,,,,
3702,snacks/sweet,652,652,1.0,349,25,,,,,
3706,drinks/alcohol,653,653,1.0,350,25,,,,,
3707,frozen/sweet,653,653,1.0,350,25,,,,,
3708,snacks/sweet,653,653,1.0,350,25,,,,,
6397,frozen/sweet,653,653,1.0,350,25,,,,,
6398,snacks/sweet,653,653,1.0,350,25,,,,,
6399,drinks/alcohol,653,653,1.0,350,25,,,,,
13033,frozen/sweet,653,653,1.0,350,25,,,,,
13034,drinks/alcohol,653,653,1.0,350,25,,,,,
13035,snacks/sweet,653,653,1.0,350,25,,,,,
3709,pastry/sweet,654,654,2.0,351,25,,,,,
3710,drinks/alcohol,654,654,2.0,351,25,,,,,
3711,basic/oil-acid-grease,654,654,2.0,351,25,,,,,
3712,snacks/sweet,655,655,2.0,352,25,,,,,
3713,pastry/sweet,655,655,2.0,352,25,,,,,
3714,home/accessories,655,655,2.0,352,25,,,,,
3715,pastry/sweet,656,656,1.0,353,25,,,,,
3716,pastry/salty,656,656,1.0,353,25,,,,,
3717,dairy/cheese,656,656,1.0,353,25,,,,,
3718,other,657,657,1.0,354,25,,,,,
3719,free-time/other,657,657,1.0,354,25,,,,,
3720,basic/spread,657,657,1.0,354,25,,,,,
6382,other,657,657,1.0,354,25,,,,,
6383,free-time/other,657,657,1.0,354,25,,,,,
6384,meat/meat,657,657,1.0,354,25,,,,,
13996,other,657,657,1.0,354,25,,,,,
13997,free-time/other,657,657,1.0,354,25,,,,,
13998,meat/meat,657,657,1.0,354,25,,,,,
16159,other,657,657,1.0,354,25,,,,,
16160,free-time/other,657,657,1.0,354,25,,,,,
16161,meat/meat,657,657,1.0,354,25,,,,,
3721,fruits-veg/fruit,658,658,1.0,102,25,,,,,
3722,meat/meat-products,658,658,1.0,102,25,,,,,
3723,eating,658,658,1.0,102,25,,,,,
6385,fruits-veg/fruit,658,658,1.0,102,25,,,,,
6386,eating,658,658,1.0,102,25,,,,,
6387,meat/meat-products,658,658,1.0,102,25,,,,,
13030,fruits-veg/fruit,658,658,1.0,102,25,,,,,
13031,meat/meat-products,658,658,1.0,102,25,,,,,
13032,eating,658,658,1.0,102,25,,,,,
3724,pastry/sweet,659,659,1.0,355,25,,,,,
3725,drinks/beer,659,659,1.0,355,25,,,,,
3726,meat/meat,659,659,1.0,355,25,,,,,
3727,health/medical-supplies,660,660,1.0,356,26,,,,,
3728,home/laundry,660,660,1.0,356,26,,,,,
3729,snacks/sweet,660,660,1.0,356,26,,,,,
3730,home/accessories,661,661,10.0,357,27,,,,,
3731,basic/flavoring,661,661,10.0,357,27,,,,,
3732,basic/pasta,661,661,10.0,357,27,,,,,
3733,health/medical-supplies,662,662,10.0,357,28,,,,,
3734,home/maintenence,662,662,10.0,357,28,,,,,
3735,drugstore/hygiene,662,662,10.0,357,28,,,,,
3739,basic/oil-acid-grease,664,664,10.0,357,30,,,,,
3740,dairy/butter,664,664,10.0,357,30,,,,,
3741,drugstore/beauty,664,664,10.0,357,30,,,,,
3742,drinks/beer,665,665,1.0,358,31,,,,,359.0
3743,free-time/toys,665,665,1.0,358,31,,,,,359.0
3744,home/plants-garden,665,665,1.0,358,31,,,,,359.0
3745,home/maintenence,666,666,1.0,360,31,,,,,
3746,auto/care,666,666,1.0,360,31,,,,,
3747,home/accessories,666,666,1.0,360,31,,,,,
3748,drugstore/beauty,667,667,1.0,361,31,,,,,
3749,home/maintenence,667,667,1.0,361,31,,,,,
3750,home/accessories,667,667,1.0,361,31,,,,,
3751,drinks/juice,668,668,3.0,362,31,,,,,
3752,home/maintenence,668,668,3.0,362,31,,,,,
3753,other,668,668,3.0,362,31,,,,,
3754,home/decorations,669,669,1.0,363,31,,,,,
3755,drinks/beer,669,669,1.0,363,31,,,,,
3756,snacks/sweet,669,669,1.0,363,31,,,,,
3757,drinks/beer,670,670,1.0,364,31,,,,,
3758,dairy/cheese,670,670,1.0,364,31,,,,,
3759,pastry/basic,670,670,1.0,364,31,,,,,
3760,drinks/non-alcoholic,671,671,1.0,365,31,,,,,
3761,drugstore/beauty,671,671,1.0,365,31,,,,,
3762,home/maintenence,671,671,1.0,365,31,,,,,
3763,drinks/beer,672,672,1.0,366,31,,,,,
3764,drinks/non-alcoholic-beer,672,672,1.0,366,31,,,,,
3765,dairy/cheese,672,672,1.0,366,31,,,,,
3766,drinks/juice,673,673,1.0,367,31,,,,,
3767,health/vitamins-ointments,673,673,1.0,367,31,,,,,
3768,drinks/beer,673,673,1.0,367,31,,,,,
3769,fruits-veg/vegetable,674,674,1.72,368,31,,,,,
3770,meat/deli,674,674,1.72,368,31,,,,,
3771,basic/instant,674,674,1.72,368,31,,,,,
3772,eating,675,675,1.0,369,31,,,,,
3773,meat/meat,675,675,1.0,369,31,,,,,
3774,dairy/cheese,675,675,1.0,369,31,,,,,
3775,basic/instant,676,676,4.0,370,31,,,,,
3776,basic/jams-marmelade-honey,676,676,4.0,370,31,,,,,
3777,frozen/instant,676,676,4.0,370,31,,,,,
3778,meat/meat,677,677,0.732,371,31,,,,,
3779,meat/meat-products,677,677,0.732,371,31,,,,,
3780,basic/tea-coffee-soups,677,677,0.732,371,31,,,,,
3781,basic/instant,678,678,1.0,372,31,,,,,
3782,frozen/instant,678,678,1.0,372,31,,,,,
3783,snacks/salty,678,678,1.0,372,31,,,,,
3784,fruits-veg/fruit,679,679,1.0,373,31,,,,,
3785,fruits-veg/vegetable,679,679,1.0,373,31,,,,,
3786,basic/tea-coffee-soups,679,679,1.0,373,31,,,,,
3787,drinks/beer,680,680,5.0,374,32,,,,,375.0
3788,pets,680,680,5.0,374,32,,,,,375.0
3789,free-time/toys,680,680,5.0,374,32,,,,,375.0
3790,home/decorations,681,681,2.0,376,32,,,,,
3791,drinks/beer,681,681,2.0,376,32,,,,,
3792,snacks/sweet,681,681,2.0,376,32,,,,,
3793,basic/baking,682,682,4.0,377,32,,,,,
3794,drinks/non-alcoholic,682,682,4.0,377,32,,,,,
3795,home/cleaning,682,682,4.0,377,32,,,,,
3796,health/vitamins-ointments,683,683,1.0,378,32,,,,,
3797,basic/baking,683,683,1.0,378,32,,,,,
3798,home/plants-garden,683,683,1.0,378,32,,,,,
5935,pastry/basic,684,684,0.8,379,32,,,,,
5936,meat/meat,684,684,0.8,379,32,,,,,
5937,meat/deli,684,684,0.8,379,32,,,,,
3799,drugstore/beauty,685,685,1.0,380,32,,,,,
3800,home/maintenence,685,685,1.0,380,32,,,,,
3801,drugstore/hygiene,685,685,1.0,380,32,,,,,
3802,free-time/books-news-magazines,686,686,1.0,381,32,,,,,
3803,home/plants-garden,686,686,1.0,381,32,,,,,
3804,free-time/news-magazines,686,686,1.0,381,32,,,,,
3805,frozen/instant,687,687,2.0,382,32,,,,,
3806,home/maintenence,687,687,2.0,382,32,,,,,
3807,home/decorations,687,687,2.0,382,32,,,,,
4189,frozen/instant,687,687,2.0,382,32,,,,,
4190,home/decorations,687,687,2.0,382,32,,,,,
4191,home/accessories,687,687,2.0,382,32,,,,,
8065,frozen/instant,687,687,2.0,382,32,,,,,
8066,home/maintenence,687,687,2.0,382,32,,,,,
8067,home/decorations,687,687,2.0,382,32,,,,,
3808,drinks/juice,688,688,0.9,383,32,,,,,
3809,home/maintenence,688,688,0.9,383,32,,,,,
3810,health/vitamins-ointments,688,688,0.9,383,32,,,,,
8068,drinks/juice,688,688,0.9,383,32,,,,,
8069,home/maintenence,688,688,0.9,383,32,,,,,
8070,health/vitamins-ointments,688,688,0.9,383,32,,,,,
3811,basic/baking,689,689,1.0,384,32,,,,,
3812,home/office,689,689,1.0,384,32,,,,,
3813,home/accessories,689,689,1.0,384,32,,,,,
4195,home/office,689,689,1.0,384,32,,,,,
4196,basic/baking,689,689,1.0,384,32,,,,,
4197,home/accessories,689,689,1.0,384,32,,,,,
8071,basic/baking,689,689,1.0,384,32,,,,,
8072,home/office,689,689,1.0,384,32,,,,,
8073,home/accessories,689,689,1.0,384,32,,,,,
3814,drinks/non-alcoholic,690,690,1.0,385,32,,,,,
3815,home/maintenence,690,690,1.0,385,32,,,,,
3816,drinks/mineral-water,690,690,1.0,385,32,,,,,
4198,drinks/non-alcoholic,690,690,1.0,385,32,,,,,
4199,home/maintenence,690,690,1.0,385,32,,,,,
4200,drinks/mineral-water,690,690,1.0,385,32,,,,,
8074,drinks/non-alcoholic,690,690,1.0,385,32,,,,,
8075,home/maintenence,690,690,1.0,385,32,,,,,
8076,drinks/mineral-water,690,690,1.0,385,32,,,,,
3817,snacks/sweet,691,691,0.232,386,32,,,,,
3818,dairy/joghurts,691,691,0.232,386,32,,,,,
3819,dairy/cheese,691,691,0.232,386,32,,,,,
4201,snacks/sweet,691,691,0.232,386,32,,,,,
4202,dairy/joghurts,691,691,0.232,386,32,,,,,
4203,dairy/cheese,691,691,0.232,386,32,,,,,
8077,snacks/sweet,691,691,0.232,386,32,,,,,
8078,dairy/joghurts,691,691,0.232,386,32,,,,,
8079,dairy/cheese,691,691,0.232,386,32,,,,,
3820,other,692,692,0.356,387,32,,,,,
3821,free-time/other,692,692,0.356,387,32,,,,,
3822,fashion/clothes,692,692,0.356,387,32,,,,,
4204,other,692,692,0.356,387,32,,,,,
4205,free-time/other,692,692,0.356,387,32,,,,,
4206,fashion/clothes,692,692,0.356,387,32,,,,,
8080,other,692,692,0.356,387,32,,,,,
8081,free-time/other,692,692,0.356,387,32,,,,,
8082,fashion/clothes,692,692,0.356,387,32,,,,,
3823,dairy/cheese,693,693,1.0,388,32,,,,,
3824,snacks/sweet,693,693,1.0,388,32,,,,,
3825,meat/meat-products,693,693,1.0,388,32,,,,,
4207,dairy/cheese,693,693,1.0,388,32,,,,,
4208,snacks/sweet,693,693,1.0,388,32,,,,,
4209,free-time/books-news-magazines,693,693,1.0,388,32,,,,,
8083,dairy/cheese,693,693,1.0,388,32,,,,,
8084,snacks/sweet,693,693,1.0,388,32,,,,,
8085,meat/meat-products,693,693,1.0,388,32,,,,,
3826,fruits-veg/fruit,694,694,1.0,389,32,,,,,
3827,snacks/sweet,694,694,1.0,389,32,,,,,
3828,fruits-veg/vegetable,694,694,1.0,389,32,,,,,
5938,home/plants-garden,695,695,5.0,390,32,,,,,
5939,free-time/books-news-magazines,695,695,5.0,390,32,,,,,
5940,drugstore/beauty,695,695,5.0,390,32,,,,,
5941,home/plants-garden,696,696,1.0,391,32,,,,,
5942,free-time/books-news-magazines,696,696,1.0,391,32,,,,,
5943,drugstore/beauty,696,696,1.0,391,32,,,,,
3832,fruits-veg/fruit,697,697,1.0,392,32,,,,,
3833,basic/oil-acid-grease,697,697,1.0,392,32,,,,,
3834,fruits-veg/vegetable,697,697,1.0,392,32,,,,,
13516,fruits-veg/fruit,697,697,1.0,392,32,,,,,
13517,basic/oil-acid-grease,697,697,1.0,392,32,,,,,
13518,drinks/alcohol,697,697,1.0,392,32,,,,,
3835,fruits-veg/dried-nuts,698,698,1.0,393,32,,,,,
3836,basic/jams-marmelade-honey,698,698,1.0,393,32,,,,,
3837,basic/instant,698,698,1.0,393,32,,,,,
13246,fruits-veg/dried-nuts,698,698,1.0,393,32,,,,,
13247,snacks/salty,698,698,1.0,393,32,,,,,
13248,basic/jams-marmelade-honey,698,698,1.0,393,32,,,,,
13471,fruits-veg/dried-nuts,698,698,1.0,393,32,,,,,
13472,basic/jams-marmelade-honey,698,698,1.0,393,32,,,,,
13473,basic/instant,698,698,1.0,393,32,,,,,
16783,fruits-veg/dried-nuts,698,698,1.0,393,32,,,,,
16784,snacks/salty,698,698,1.0,393,32,,,,,
16785,basic/jams-marmelade-honey,698,698,1.0,393,32,,,,,
3841,snacks/salty,699,699,1.0,394,32,,,,,
3842,frozen/fruit-vegetable,699,699,1.0,394,32,,,,,
3843,basic/pasta,699,699,1.0,394,32,,,,,
16411,snacks/salty,699,699,1.0,394,32,,,,,
16412,basic/canned-fruits-vegetable,699,699,1.0,394,32,,,,,
16413,basic/pasta,699,699,1.0,394,32,,,,,
3844,basic/pasta,700,700,1.0,395,32,,,,,
3845,home/maintenence,700,700,1.0,395,32,,,,,
3846,home/plants-garden,700,700,1.0,395,32,,,,,
14149,basic/pasta,700,700,1.0,395,32,,,,,
14150,home/maintenence,700,700,1.0,395,32,,,,,
14151,home/plants-garden,700,700,1.0,395,32,,,,,
16396,basic/pasta,700,700,1.0,395,32,,,,,
16397,home/maintenence,700,700,1.0,395,32,,,,,
16398,home/plants-garden,700,700,1.0,395,32,,,,,
3847,snacks/sweet,701,701,1.0,396,32,,,,,
3848,snacks/salty,701,701,1.0,396,32,,,,,
3849,dairy/cheese,701,701,1.0,396,32,,,,,
10351,snacks/sweet,701,701,1.0,396,32,,,,,
10352,snacks/salty,701,701,1.0,396,32,,,,,
